projet_id,mois,annee,duree_projet_jours,nb_collaborateurs_actuels,charge_moyenne,charge_max,nb_conflits,nb_surcharges,nb_sous_charges,nb_anomalies_total,nb_collaborateurs_concernes,target_besoin_ressources_mois_suivant
10118,6,2025,692,24,85.29,123.37,2,0,2,4,2,22
10111,5,2025,146,6,100.46,134.04,0,0,2,2,1,10
10019,5,2027,488,19,71.94,85.88,0,0,2,2,2,20
10029,1,2027,904,32,76.98,83.63,0,2,0,2,1,31
10167,6,2025,804,53,128.67,166.3,4,24,1,29,25,80
10048,7,2026,655,97,76.18,93.53,0,0,1,1,1,144
10029,12,2025,904,33,80.34,99.28,1,0,0,1,0,33
10080,3,2026,639,279,69.12,83.01,2,1,28,31,14,305
10024,9,2026,549,215,59.29,95.13,0,0,55,55,35,185
10082,12,2025,860,113,96.41,107.09,1,0,0,1,1,112
10112,2,2025,434,14,93.3,121.87,0,2,1,3,2,18
10067,1,2026,683,65,94.63,140.48,4,0,1,5,3,47
10087,2,2026,809,12,85.96,111.7,0,0,0,0,0,9
10095,8,2025,270,16,75.97,109.25,0,0,1,1,1,12
10120,5,2025,378,14,105.64,146.26,1,0,0,1,1,13
10093,3,2025,510,14,51.95,80.85,0,1,8,9,6,12
10080,1,2024,639,244,65.36,91.38,0,0,33,33,18,93
10105,7,2025,301,10,89.69,97.04,0,1,1,2,1,13
10074,2,2026,717,38,92.25,108.34,0,2,0,2,1,38
10012,1,2025,423,8,87.16,96.96,0,5,2,7,4,11
10132,6,2027,662,46,98.37,142.36,1,0,0,1,1,52
10013,7,2026,838,11,80.79,112.76,0,0,3,3,2,7
10075,5,2024,735,3,88.01,126.5,1,3,2,6,3,4
10117,2,2026,484,22,109.46,122.22,4,0,2,6,4,2
10045,11,2026,725,28,105.98,142.28,5,1,0,6,5,15
10138,1,2025,592,21,85.71,93.99,0,1,1,2,1,15
10093,10,2027,510,12,66.97,105.22,2,0,3,5,3,15
10107,3,2024,885,10,75.27,98.85,1,0,2,3,3,13
10158,4,2027,277,12,96.12,128.1,4,0,1,5,4,15
10063,2,2025,605,4,108.2,124.47,0,1,2,3,2,6
10090,12,2024,422,7,89.26,129.56,0,0,1,1,1,7
10007,7,2025,303,61,98.75,119.55,3,2,0,5,4,62
10127,4,2025,510,20,92.11,98.2,4,0,3,7,4,16
10001,1,2026,682,5,128.84,185.64,3,5,0,8,4,8
10019,8,2025,488,18,95.76,104.12,0,0,0,0,0,20
10008,4,2025,140,46,78.83,88.78,0,0,2,2,2,52
10135,10,2024,245,4,74.85,96.91,0,0,0,0,0,4
10027,12,2024,268,7,93.24,104.54,2,1,1,4,2,6
10066,7,2025,132,97,90.51,120.05,2,0,0,2,1,108
10103,7,2027,561,3,68.01,109.68,0,0,1,1,1,1
10057,11,2024,274,20,133.97,166.75,1,6,0,7,4,27
10025,5,2025,621,37,86.14,131.27,2,0,2,4,3,47
10055,10,2025,145,17,111.58,151.21,1,0,1,2,1,10
10046,2,2025,221,19,84.96,117.75,2,2,1,5,4,26
10071,9,2024,540,20,110.51,119.41,3,3,0,6,5,19
10169,11,2024,425,20,58.04,94.48,0,0,3,3,2,31
10018,4,2026,175,171,82.69,93.53,1,3,0,4,2,228
10163,11,2026,782,9,55.31,90.61,0,2,2,4,2,7
10084,9,2024,607,7,93.75,143.42,0,5,4,9,7,10
10041,2,2025,327,8,101.78,140.12,1,2,1,4,2,16
10143,3,2024,727,26,87.18,121.64,0,2,0,2,2,14
10065,10,2024,518,178,81.9,116.73,3,3,3,9,8,202
10139,12,2024,498,59,64.87,96.4,0,1,6,7,6,93
10134,1,2025,124,3,59.53,77.26,0,2,2,4,2,1
10037,11,2024,273,4,81.15,113.23,2,3,0,5,4,1
10129,10,2024,339,10,96.61,109.46,1,3,4,8,4,14
10106,11,2025,697,6,93.72,124.64,1,1,0,2,2,7
10105,9,2024,301,9,81.4,109.0,0,2,2,4,2,8
10051,8,2025,536,60,75.92,98.08,0,0,0,0,0,80
10126,4,2027,565,2,79.65,111.55,1,2,2,5,2,6
10143,9,2025,727,38,100.45,146.32,2,4,1,7,5,51
10017,9,2025,559,153,100.09,129.34,2,7,5,14,10,71
10099,6,2026,532,10,99.76,136.7,0,1,0,1,1,17
10001,5,2025,682,9,95.82,127.6,1,6,1,8,3,9
10141,12,2026,910,25,114.56,122.42,0,1,2,3,2,21
10117,10,2026,484,15,117.8,152.88,0,8,2,10,9,11
10153,12,2024,93,12,90.47,125.16,0,0,4,4,3,11
10102,10,2025,654,6,78.93,86.16,0,0,4,4,2,12
10158,9,2025,277,13,66.12,98.45,0,0,3,3,2,20
10058,8,2025,304,181,99.74,106.62,1,14,0,15,10,125
10065,11,2024,518,187,96.76,124.83,6,0,1,7,5,121
10123,2,2026,194,9,68.7,109.2,0,0,2,2,1,10
10112,2,2026,434,14,89.84,106.57,0,2,1,3,2,10
10042,4,2025,626,10,117.98,137.38,1,0,1,2,2,9
10085,11,2025,297,6,82.82,121.59,3,1,0,4,2,8
10038,1,2026,221,10,92.93,120.95,3,1,2,6,3,4
10016,4,2025,101,380,89.55,130.16,5,0,2,7,3,380
10168,5,2024,102,113,103.89,122.28,0,2,0,2,2,139
10124,11,2027,177,2,101.8,158.98,2,0,0,2,1,1
10124,4,2027,177,5,104.05,127.0,0,0,0,0,0,9
10029,10,2025,904,37,97.91,108.76,0,2,0,2,1,40
10110,7,2024,675,11,108.34,143.11,2,6,3,11,5,10
10053,3,2025,224,18,81.0,107.14,0,5,0,5,2,11
10010,1,2026,809,5,66.18,99.93,0,0,2,2,2,1
10057,4,2025,274,26,113.61,148.58,4,3,1,8,6,45
10105,6,2026,301,11,116.75,137.28,1,2,0,3,2,8
10043,1,2026,187,10,95.92,116.54,0,0,0,0,0,2
10078,7,2025,555,50,103.03,141.65,3,4,1,8,3,46
10086,6,2026,139,14,101.7,128.43,1,5,0,6,3,16
10005,4,2027,184,13,86.05,113.88,1,0,0,1,1,19
10105,4,2025,301,13,98.84,125.36,1,0,0,1,1,12
10080,7,2024,639,152,80.74,118.99,4,2,8,14,6,185
10156,5,2025,175,12,106.38,128.64,0,2,0,2,1,10
10010,11,2025,809,5,74.7,98.0,2,0,4,6,4,6
10131,10,2024,446,7,72.47,108.87,1,0,1,2,2,6
10148,10,2024,491,52,79.99,84.03,0,0,1,1,0,42
10011,10,2024,866,39,94.61,129.45,1,0,0,1,1,42
10168,3,2027,102,162,88.86,98.69,0,0,8,8,6,241
10041,5,2024,327,9,51.77,88.29,0,0,4,4,3,10
10139,11,2025,498,111,93.24,133.92,0,1,0,1,1,93
10107,4,2025,885,13,111.18,137.98,0,1,4,5,4,14
10075,5,2026,735,6,83.48,94.52,1,0,0,1,1,8
10138,11,2025,592,28,83.47,124.66,0,5,0,5,3,24
10039,6,2026,691,76,110.3,141.9,5,10,0,15,10,54
10044,3,2025,187,16,65.11,88.97,0,0,0,0,0,10
10012,6,2025,423,7,78.58,121.95,0,2,0,2,1,10
10062,7,2025,286,4,95.59,134.49,1,0,3,4,2,5
10163,1,2026,782,8,94.83,106.42,0,3,3,6,4,5
10123,6,2025,194,11,77.16,100.58,2,0,0,2,1,19
10082,11,2024,860,57,102.23,140.92,4,4,1,9,7,36
10134,10,2024,124,3,105.68,136.97,3,0,0,3,2,3
10146,3,2026,105,10,83.64,116.56,1,2,0,3,1,7
10117,8,2026,484,23,81.03,114.29,0,2,0,2,1,17
10158,2,2028,277,8,89.74,98.68,0,1,1,2,2,18
10019,1,2025,488,15,62.04,94.53,0,1,4,5,4,14
10037,7,2026,273,4,90.48,95.78,0,0,0,0,0,1
10149,1,2027,722,22,106.7,112.23,0,5,0,5,4,13
10095,4,2026,270,19,95.74,129.36,0,1,0,1,1,12
10158,11,2024,277,10,90.37,100.25,2,0,0,2,1,6
10041,7,2024,327,10,56.16,89.7,1,0,4,5,3,9
10013,6,2026,838,14,86.1,94.6,0,0,4,4,2,3
10023,2,2026,159,35,59.63,94.0,1,0,9,10,8,29
10052,8,2024,319,6,88.46,111.1,0,1,3,4,3,10
10095,2,2027,270,10,73.78,114.76,0,1,3,4,2,9
10024,5,2026,549,272,74.57,81.1,1,0,2,3,3,242
10113,1,2026,309,5,92.21,128.91,1,1,0,2,1,5
10005,11,2026,184,21,58.0,84.58,0,0,7,7,5,20
10144,10,2024,189,13,90.61,113.21,0,0,0,0,0,19
10033,4,2025,95,12,125.56,173.31,3,5,1,9,8,10
10130,5,2024,655,4,53.27,88.92,0,1,4,5,3,5
10137,9,2024,630,120,79.82,109.25,0,2,0,2,1,109
10050,12,2025,750,198,101.69,110.32,1,3,0,4,2,125
10164,12,2024,498,29,98.18,122.92,0,0,0,0,0,46
10164,1,2026,498,52,90.97,121.88,0,0,1,1,1,72
10068,12,2026,851,80,104.2,126.22,1,9,0,10,4,87
10073,10,2024,689,7,60.45,89.71,3,2,4,9,4,8
10117,5,2024,484,11,87.72,104.36,1,1,0,2,1,11
10103,1,2025,561,1,106.99,160.48,1,0,1,2,1,8
10157,10,2027,786,3,58.15,82.94,0,0,1,1,1,2
10122,10,2024,593,8,101.67,128.71,1,1,1,3,2,8
10063,4,2027,605,5,79.22,119.35,0,1,1,2,1,8
10142,4,2025,918,5,82.85,102.05,0,0,0,0,0,2
10156,1,2025,175,9,94.69,125.5,0,1,1,2,2,8
10102,8,2026,654,5,92.12,117.6,1,0,0,1,1,7
10022,7,2027,626,11,105.28,145.39,1,0,1,2,2,11
10055,1,2028,145,8,112.45,141.76,2,0,1,3,1,5
10123,9,2025,194,11,67.71,86.3,0,0,2,2,2,8
10139,5,2025,498,87,91.8,97.85,0,4,0,4,2,111
10049,2,2025,145,369,102.76,125.75,16,37,2,55,39,329
10086,3,2025,139,11,100.58,147.26,0,3,2,5,3,12
10038,4,2026,221,9,80.1,120.22,0,0,0,0,0,8
10157,5,2027,786,4,72.79,94.31,1,1,0,2,1,1
10055,10,2026,145,12,102.07,135.15,3,0,1,4,2,14
10023,10,2025,159,52,68.51,103.17,2,0,6,8,5,48
10114,11,2024,649,12,94.41,134.74,0,1,0,1,1,12
10085,12,2025,297,7,104.67,123.94,4,1,4,9,5,6
10087,5,2025,809,9,105.05,132.44,2,6,0,8,4,20
10132,10,2026,662,57,84.59,117.25,0,0,0,0,0,75
10024,10,2025,549,337,92.01,114.48,2,0,2,4,3,236
10012,6,2024,423,3,91.57,119.82,2,0,3,5,3,5
10065,12,2024,518,180,99.57,115.87,3,0,1,4,3,170
10102,7,2026,654,5,93.39,115.94,0,0,3,3,3,7
10010,10,2025,809,6,82.43,102.24,0,0,0,0,0,6
10105,6,2025,301,13,93.18,135.36,1,1,0,2,1,6
10145,7,2024,863,8,63.44,79.61,0,0,3,3,2,6
10162,2,2025,863,19,97.73,139.4,1,0,0,1,1,20
10010,11,2024,809,10,77.14,91.34,0,1,3,4,3,11
10093,7,2027,510,10,74.86,115.7,2,0,3,5,3,13
10022,1,2025,626,14,98.73,119.14,0,0,2,2,1,13
10054,9,2024,871,124,81.81,93.12,0,0,0,0,0,157
10141,4,2024,910,10,94.28,109.42,1,0,2,3,3,7
10074,6,2025,717,23,91.89,135.15,0,0,0,0,0,18
10061,8,2024,854,102,74.43,107.05,0,1,2,3,2,78
10081,5,2026,768,1,120.36,142.99,0,0,1,1,1,1
10096,7,2026,592,9,104.8,115.23,1,0,0,1,1,4
10073,6,2025,689,12,86.83,96.25,0,0,1,1,1,9
10075,4,2026,735,8,68.24,105.2,1,0,4,5,4,4
10053,11,2026,224,14,87.76,121.04,0,0,1,1,1,12
10145,9,2025,863,11,97.98,119.29,0,3,0,3,2,7
10072,10,2024,859,113,88.03,106.86,9,0,0,9,8,110
10095,10,2024,270,11,71.03,100.93,0,2,3,5,4,7
10007,8,2025,303,53,81.69,123.57,2,0,0,2,1,33
10093,8,2027,510,9,89.78,103.4,0,0,1,1,1,9
10065,5,2026,518,231,126.06,174.8,12,56,2,70,49,171
10096,12,2026,592,6,105.44,117.05,0,0,1,1,1,10
10049,2,2024,145,306,62.54,79.39,0,0,54,54,43,380
10150,7,2025,534,52,103.07,130.56,0,9,4,13,10,38
10113,2,2025,309,2,90.48,118.5,0,2,0,2,1,6
10139,10,2026,498,98,91.33,118.16,2,3,0,5,4,76
10149,11,2026,722,24,89.5,117.77,0,0,0,0,0,23
10124,12,2027,177,2,138.99,189.67,1,1,2,4,2,6
10082,4,2026,860,121,87.06,110.97,1,1,0,2,1,71
10126,7,2025,565,4,76.36,117.64,0,1,3,4,3,1
10043,11,2024,187,8,84.35,109.45,0,2,2,4,2,15
10147,10,2026,471,21,65.36,82.73,0,0,1,1,1,18
10094,7,2024,257,9,56.73,87.03,0,0,2,2,1,10
10094,3,2027,257,7,93.98,118.53,0,3,0,3,1,8
10025,12,2025,621,56,91.45,124.25,4,2,0,6,3,50
10044,5,2027,187,15,74.96,104.3,1,2,0,3,2,6
10062,3,2024,286,4,62.79,103.92,1,0,0,1,1,6
10054,6,2024,871,129,91.88,97.47,0,0,0,0,0,66
10026,5,2024,115,5,79.06,115.87,0,0,0,0,0,6
10169,8,2024,425,22,71.98,105.66,0,0,0,0,0,29
10087,2,2027,809,14,61.8,74.55,1,0,6,7,5,11
10055,9,2024,145,16,84.01,99.0,1,0,3,4,3,13
10055,8,2024,145,17,56.25,97.75,1,2,7,10,6,20
10125,1,2026,862,19,100.9,122.45,0,0,0,0,0,20
10139,4,2026,498,100,88.2,103.52,1,2,1,4,2,128
10010,1,2025,809,10,51.31,70.25,4,2,6,12,10,10
10045,3,2026,725,33,83.51,102.85,0,2,1,3,3,27
10044,6,2025,187,15,94.69,131.28,1,0,0,1,1,6
10078,8,2026,555,57,121.34,147.96,0,19,3,22,19,35
10020,1,2025,119,63,106.31,133.67,4,6,0,10,8,87
10004,3,2025,564,17,103.41,129.96,0,3,7,10,9,14
10067,5,2026,683,73,129.41,151.01,5,37,1,43,22,86
10065,7,2024,518,162,102.29,152.91,9,2,0,11,9,174
10074,12,2025,717,30,97.32,117.34,1,1,1,3,2,38
10141,7,2024,910,14,62.9,80.02,1,1,5,7,5,18
10099,7,2025,532,12,70.14,105.62,1,1,1,3,2,4
10158,10,2024,277,9,79.44,119.31,2,3,0,5,3,6
10025,3,2026,621,56,124.21,141.52,2,11,0,13,10,65
10154,9,2024,199,63,85.34,90.81,1,2,1,4,3,52
10106,2,2026,697,4,82.58,115.83,0,0,1,1,1,8
10029,8,2024,904,15,89.54,115.03,0,0,0,0,0,20
10096,9,2025,592,10,95.59,123.7,0,0,1,1,0,11
10041,9,2025,327,11,79.36,99.08,0,0,0,0,0,14
10058,12,2024,304,161,93.14,124.02,4,2,3,9,4,151
10141,6,2027,910,19,87.76,100.87,0,0,0,0,0,18
10044,10,2024,187,8,95.77,124.83,1,0,0,1,1,11
10160,4,2026,592,45,107.01,130.3,1,4,0,5,3,84
10051,1,2026,536,47,80.76,110.97,0,0,0,0,0,35
10030,1,2026,243,33,85.29,120.6,1,2,0,3,2,29
10111,2,2026,146,8,78.76,113.88,1,0,3,4,3,6
10161,8,2024,614,6,76.19,100.75,0,0,2,2,2,8
10054,12,2025,871,172,103.7,137.17,20,20,0,40,18,109
10054,7,2026,871,141,85.97,90.35,0,2,0,2,1,198
10016,7,2024,101,323,74.24,113.25,3,2,5,10,4,279
10058,2,2025,304,194,73.68,113.3,0,0,1,1,1,210
10080,9,2026,639,163,107.57,145.78,13,18,0,31,23,64
10126,9,2026,565,6,60.01,95.01,0,1,3,4,2,7
10045,10,2027,725,10,122.0,145.11,0,5,5,10,4,11
10067,4,2026,683,65,117.67,175.77,10,31,3,44,33,59
10025,8,2024,621,25,83.79,93.13,1,3,1,5,2,36
10148,12,2025,491,55,68.42,87.41,1,0,4,5,3,31
10016,8,2024,101,297,67.31,109.28,2,0,60,62,31,368
10141,1,2027,910,21,87.47,129.25,0,2,2,4,2,11
10023,5,2024,159,24,102.5,137.73,0,1,6,7,4,14
10057,8,2025,274,25,98.8,134.18,4,0,1,5,3,22
10015,3,2026,454,28,89.8,95.32,0,1,0,1,1,36
10078,12,2024,555,41,42.41,61.1,1,0,25,26,20,26
10168,3,2025,102,225,105.22,119.43,8,13,0,21,14,174
10106,1,2024,697,11,47.67,84.15,0,0,5,5,4,16
10085,3,2026,297,4,95.65,136.79,2,0,2,4,3,1
10057,2,2027,274,14,137.69,179.19,0,8,0,8,6,18
10128,6,2025,746,189,104.94,112.34,5,15,0,20,13,120
10034,8,2025,383,31,64.57,102.6,3,2,9,14,11,20
10135,3,2024,245,5,75.82,92.18,0,1,0,1,0,1
10154,8,2025,199,125,100.9,128.47,3,2,1,6,5,118
10095,5,2025,270,16,103.89,113.51,2,4,0,6,4,17
10072,12,2025,859,78,92.86,120.43,5,0,2,7,6,80
10029,4,2026,904,37,75.23,103.07,1,0,0,1,1,40
10039,1,2027,691,84,69.19,73.92,0,3,5,8,5,51
10166,1,2025,134,6,94.87,135.2,1,0,3,4,3,5
10140,10,2024,672,74,75.1,85.9,0,0,0,0,0,88
10133,1,2026,566,87,84.03,124.62,2,0,0,2,2,75
10095,7,2024,270,9,85.52,125.61,1,0,0,1,0,10
10090,3,2027,422,17,104.48,142.91,0,0,3,3,2,13
10073,3,2025,689,8,80.04,116.8,0,0,2,2,1,6
10027,2,2027,268,6,79.03,109.05,0,6,0,6,5,6
10118,4,2024,692,16,84.75,110.9,0,2,1,3,2,18
10027,3,2027,268,5,90.83,95.52,2,1,0,3,2,5
10115,2,2028,399,29,107.59,134.74,1,4,0,5,3,39
10086,4,2027,139,16,93.9,131.68,0,0,0,0,0,11
10134,6,2026,124,3,115.98,124.67,3,0,1,4,3,4
10099,11,2025,532,12,95.0,133.24,2,4,0,6,4,2
10158,3,2025,277,15,79.07,117.83,4,6,0,10,8,18
10007,1,2026,303,67,90.17,111.63,0,9,0,9,6,79
10147,12,2026,471,19,47.06,86.56,0,1,11,12,10,12
10104,12,2024,249,31,99.83,132.23,3,1,0,4,3,54
10023,3,2025,159,62,91.91,124.8,1,0,2,3,3,77
10102,11,2026,654,4,72.55,77.76,1,0,2,3,2,3
10164,10,2024,498,23,112.87,161.66,3,7,1,11,8,34
10004,11,2027,564,37,85.72,124.17,2,0,0,2,1,41
10005,8,2025,184,17,84.82,120.34,0,3,0,3,2,15
10065,11,2025,518,235,135.43,154.38,10,87,0,97,89,208
10004,5,2025,564,16,105.36,139.35,4,0,0,4,3,17
10027,4,2026,268,7,102.72,143.69,2,0,4,6,5,10
10161,11,2025,614,10,75.82,102.96,1,0,0,1,1,18
10081,4,2025,768,4,112.07,138.65,1,0,0,1,1,2
10040,11,2025,729,4,100.46,139.45,0,0,0,0,0,6
10127,3,2026,510,15,71.1,93.95,2,0,3,5,3,20
10031,12,2026,881,95,76.88,111.9,1,0,0,1,1,34
10075,12,2026,735,7,68.17,104.79,0,1,2,3,2,6
10123,3,2025,194,12,80.02,119.23,1,2,2,5,3,15
10163,12,2024,782,6,79.67,109.96,0,0,0,0,0,8
10009,11,2025,655,167,107.8,113.3,2,35,3,40,20,114
10113,10,2024,309,2,111.97,143.86,1,0,1,2,2,8
10083,9,2026,131,57,65.39,80.77,0,0,6,6,4,60
10112,12,2025,434,13,84.08,93.3,1,0,0,1,1,13
10078,12,2025,555,50,97.85,138.67,5,1,2,8,6,28
10158,2,2026,277,18,60.97,96.53,1,2,9,12,10,14
10135,4,2025,245,2,89.83,119.41,0,1,0,1,1,3
10141,3,2026,910,19,88.19,113.55,0,1,0,1,1,22
10101,2,2025,469,20,83.32,88.8,1,0,1,2,1,26
10041,1,2025,327,7,92.02,118.59,0,5,3,8,7,7
10100,9,2025,850,12,100.86,132.25,0,0,0,0,0,13
10017,3,2024,559,138,83.33,125.23,6,0,0,6,4,149
10052,4,2024,319,4,97.9,135.53,0,1,1,2,1,1
10110,3,2024,675,8,77.55,94.76,1,4,0,5,4,11
10003,2,2027,290,187,86.65,118.42,4,0,0,4,2,149
10120,5,2026,378,10,96.99,128.5,0,0,0,0,0,12
10097,9,2024,544,2,143.69,190.0,2,0,0,2,1,3
10073,9,2025,689,9,46.77,59.38,2,0,1,3,1,15
10092,4,2025,321,27,91.69,121.95,0,0,0,0,0,13
10133,9,2024,566,78,106.12,150.66,9,11,0,20,14,97
10148,4,2026,491,62,104.43,117.65,1,6,0,7,3,89
10066,11,2025,132,82,59.51,76.56,0,1,12,13,6,101
10099,3,2028,532,5,92.1,108.63,0,2,0,2,1,5
10141,3,2025,910,20,73.23,109.93,0,0,0,0,0,16
10029,11,2024,904,21,82.94,124.37,1,1,0,2,1,14
10164,6,2025,498,47,94.48,129.64,1,0,1,2,1,66
10089,6,2025,840,8,75.2,114.42,3,0,2,5,4,10
10057,6,2025,274,31,98.4,122.07,1,2,0,3,2,28
10157,1,2028,786,4,63.74,85.58,1,3,0,4,4,5
10169,6,2027,425,14,106.72,135.56,2,5,0,7,5,16
10049,8,2024,145,349,103.35,143.33,6,45,1,52,46,277
10140,8,2027,672,122,57.49,97.29,0,0,32,32,20,96
10068,10,2026,851,84,78.14,117.63,1,0,1,2,1,69
10032,4,2025,410,326,87.25,96.09,0,0,0,0,0,380
10124,9,2027,177,5,80.35,85.88,0,3,0,3,2,4
10105,5,2027,301,6,100.75,141.23,0,4,1,5,4,5
10146,12,2025,105,8,98.64,106.8,2,0,0,2,1,10
10053,2,2026,224,20,68.13,96.95,0,1,0,1,0,17
10082,7,2025,860,97,85.74,92.23,3,0,0,3,2,108
10156,11,2025,175,7,119.76,144.88,1,3,0,4,2,5
10031,10,2026,881,96,92.52,97.67,0,0,0,0,0,91
10158,10,2027,277,6,72.17,105.01,0,0,0,0,0,7
10124,11,2024,177,9,83.46,120.77,1,1,0,2,2,8
10109,8,2025,200,10,109.34,114.59,0,3,2,5,4,10
10142,7,2024,918,3,67.55,90.28,0,0,1,1,1,1
10065,5,2025,518,245,109.3,131.4,3,48,0,51,39,261
10022,1,2027,626,19,113.63,129.86,0,7,5,12,6,12
10111,2,2025,146,7,110.89,153.27,1,0,0,1,1,5
10140,3,2028,672,67,89.74,126.87,1,3,3,7,5,64
10097,10,2024,544,2,150.95,190.0,0,0,0,0,0,1
10084,9,2025,607,14,109.93,137.45,0,0,2,2,1,13
10099,9,2024,532,12,83.47,105.26,2,2,1,5,3,13
10077,5,2027,219,265,91.1,126.02,7,3,0,10,6,313
10097,2,2026,544,5,72.67,83.37,0,0,0,0,0,6
10169,1,2026,425,23,61.75,97.86,2,0,3,5,4,32
10138,5,2024,592,15,94.37,109.33,0,2,0,2,1,11
10156,2,2026,175,6,68.2,100.57,0,0,1,1,1,1
10125,9,2024,862,19,82.97,122.09,0,0,0,0,0,18
10115,5,2027,399,40,121.97,174.3,5,6,1,12,8,38
10113,11,2026,309,2,90.46,107.92,0,1,0,1,1,3
10022,10,2024,626,11,100.54,121.08,0,0,4,4,2,6
10042,9,2025,626,9,89.46,115.92,0,3,0,3,2,14
10003,1,2028,290,130,83.37,99.45,0,0,0,0,0,67
10148,6,2024,491,35,82.86,102.22,1,1,1,3,2,28
10069,8,2024,570,71,67.79,87.06,1,3,5,9,5,60
10169,4,2027,425,18,69.15,110.81,0,2,2,4,3,24
10098,3,2025,238,74,102.97,120.33,3,8,1,12,5,92
10139,9,2024,498,46,74.15,105.56,2,4,6,12,6,54
10169,10,2026,425,18,85.38,97.25,1,1,2,4,2,16
10111,1,2024,146,5,74.99,81.65,1,0,0,1,0,7
10117,3,2024,484,15,69.0,84.74,2,1,3,6,4,14
10141,8,2027,910,18,83.92,104.52,3,1,3,7,4,15
10133,2,2025,566,111,72.24,89.34,0,0,2,2,2,124
10105,3,2027,301,7,81.22,104.54,0,0,0,0,0,5
10153,12,2025,93,18,89.05,101.8,0,0,0,0,0,18
10088,10,2025,535,5,73.7,112.3,1,0,0,1,0,5
10057,9,2025,274,30,104.84,124.36,0,7,2,9,4,29
10004,2,2027,564,26,97.01,144.56,1,3,2,6,6,30
10095,7,2025,270,16,83.82,95.07,2,0,0,2,1,24
10027,6,2026,268,8,87.05,118.91,1,0,1,2,1,2
10093,9,2026,510,17,68.22,103.58,2,2,3,7,4,21
10104,2,2025,249,35,89.13,98.49,0,0,0,0,0,22
10075,10,2024,735,6,77.52,85.95,0,2,2,4,2,2
10135,6,2024,245,1,133.1,171.26,0,0,0,0,0,1
10115,4,2025,399,37,89.26,105.36,0,0,0,0,0,40
10069,5,2025,570,78,85.8,126.53,0,3,3,6,3,43
10136,10,2024,854,74,88.36,132.64,4,0,0,4,2,89
10076,8,2024,327,39,67.52,107.82,0,0,0,0,0,14
10107,1,2025,885,10,131.16,157.61,1,2,0,3,1,18
10143,3,2026,727,32,87.2,126.68,2,6,1,9,7,24
10005,3,2026,184,23,70.95,84.6,1,0,4,5,4,25
10164,9,2025,498,36,100.89,137.68,1,8,0,9,7,44
10051,12,2024,536,35,106.89,141.25,1,9,1,11,5,46
10146,9,2025,105,8,94.93,108.02,1,2,0,3,1,9
10019,1,2027,488,21,70.46,96.83,1,0,3,4,3,17
10146,5,2024,105,5,71.17,96.93,0,3,1,4,3,7
10130,4,2026,655,11,107.89,148.04,0,1,0,1,1,6
10025,8,2026,621,39,55.4,77.75,1,3,8,12,11,43
10015,6,2026,454,29,92.18,102.56,0,0,0,0,0,15
10027,4,2025,268,6,107.65,115.9,0,6,1,7,6,12
10013,2,2025,838,13,83.47,98.56,0,0,0,0,0,17
10005,10,2024,184,10,59.16,79.23,0,0,0,0,0,12
10046,8,2024,221,11,92.48,119.39,0,0,0,0,0,12
10097,2,2025,544,4,93.9,109.3,0,0,0,0,0,3
10111,12,2024,146,9,74.55,86.05,0,0,0,0,0,3
10114,3,2026,649,11,102.83,132.43,1,8,1,10,8,2
10058,2,2026,304,214,67.23,101.99,0,1,11,12,7,208
10086,1,2026,139,14,82.05,126.6,2,1,0,3,2,18
10007,12,2025,303,54,75.42,116.45,2,0,0,2,2,58
10100,11,2025,850,9,56.99,93.52,0,0,0,0,0,12
10124,7,2025,177,8,103.9,130.13,0,2,1,3,3,12
10149,4,2024,722,40,86.99,123.68,0,0,1,1,1,36
10114,3,2025,649,11,104.98,141.15,0,0,0,0,0,7
10108,1,2025,647,12,108.46,143.42,0,1,0,1,1,3
10090,6,2025,422,15,86.84,123.83,0,3,0,3,2,14
10002,3,2027,847,3,62.0,70.48,0,0,1,1,1,4
10005,12,2025,184,22,85.34,124.9,1,2,0,3,2,15
10140,3,2025,672,90,105.07,128.69,3,4,0,7,5,59
10153,11,2025,93,19,113.12,132.47,4,2,0,6,3,28
10098,8,2027,238,119,69.5,78.0,1,0,14,15,12,135
10102,5,2027,654,3,84.69,108.13,0,2,1,3,2,1
10138,3,2026,592,23,77.58,93.66,0,3,0,3,1,18
10028,10,2024,164,4,111.89,136.0,0,1,3,4,3,7
10026,8,2025,115,9,73.98,93.17,1,0,0,1,1,6
10009,3,2025,655,151,100.2,117.69,2,9,0,11,9,168
10104,8,2025,249,28,109.65,119.72,2,4,0,6,3,18
10086,8,2027,139,11,86.77,105.86,0,0,1,1,1,10
10010,3,2025,809,13,105.18,138.89,1,0,0,1,1,10
10124,11,2026,177,7,99.07,141.34,0,3,0,3,2,5
10087,9,2026,809,10,100.44,139.48,1,1,5,7,4,11
10122,10,2026,593,9,85.4,93.1,0,0,0,0,0,7
10048,3,2026,655,110,57.54,65.64,6,0,10,16,14,75
10079,5,2026,706,14,65.99,97.06,0,0,0,0,0,16
10145,4,2026,863,10,77.65,85.91,0,0,0,0,0,6
10162,8,2024,863,12,77.28,100.05,3,4,2,9,8,13
10096,2,2027,592,5,84.57,116.56,0,0,1,1,1,3
10004,4,2025,564,19,109.11,151.02,4,1,0,5,2,15
10165,12,2025,864,37,70.32,76.4,0,4,3,7,3,11
10017,5,2025,559,134,94.13,114.13,0,0,1,1,1,194
